GLIMMER (ver. 3.02; iterated)  predictions:
 orfID      start     end  frame  score
orf02381  2027206  2028084  +1     7.00
orf02382  2028454  2030454  +1     7.56
orf02383  2030530  2032656  +1     9.59
orf02384  2033049  2036150  +3     8.62
orf02385  2036471  2037982  +2    11.34
orf02386  2038568  2038086  -3     7.04
orf02387  2038650  2039390  +3     6.28
orf02388  2039610  2040908  +3     7.50
orf02389  2041109  2041873  +2     8.70
orf02390  2041886  2042659  +2     7.34
orf02391  2042688  2043050  +3    10.68
orf02392  2043082  2047089  +1     6.85
orf02393  2047217  2047489  +2    12.44
orf02394  2047573  2048979  +1     8.11
orf02395  2048969  2050249  +2     9.07
orf02397  2050273  2050746  +1     4.07
orf02398  2050737  2051390  +3     6.72
orf02399  2051480  2052874  +2    10.85
orf02400  2052945  2053382  +3     9.72
orf02402  2053619  2054854  +2     5.19
orf02403  2054881  2055237  +1    11.04
orf02404  2055451  2055585  +1     0.35
orf02405  2055698  2055835  +2     3.15
orf02406  2055820  2056602  +1     7.22
orf02407  2056761  2057534  +3     7.85
orf02408  2057531  2057995  +2     8.05
orf02409  2058253  2058534  +1     8.62
orf02410  2058548  2059246  +2     6.20
orf02411  2059806  2060438  +3     4.65
orf02412  2060473  2060862  +1     7.27
orf02413  2061375  2061953  +3     5.53
orf02414  2062002  2062205  +3     5.81
orf02415  2062752  2063936  +3    10.76
orf02417  2063933  2065363  +2     5.08
orf02418  2065492  2066175  +1     9.35
orf02419  2066179  2067537  +1     8.16
orf02420  2067557  2068516  +2    10.75
orf02421  2068625  2069008  +2    14.09
orf02422  2069503  2070843  +1     9.44
orf02423  2070884  2071789  +2     6.56
orf02424  2072401  2071826  -2     7.30
orf02426  2073231  2072434  -1     7.37
orf02427  2073430  2074095  +1     9.15
orf02429  2074305  2075744  +3     8.78
orf02430  2075797  2076999  +1     9.03
orf02431  2077147  2077854  +1     6.72
orf02432  2077929  2078402  +3     7.78
orf02433  2078399  2078839  +2     9.98
orf02434  2079084  2078896  -1     7.22
orf02435  2079430  2079071  -2     5.69
orf02436  2079891  2079460  -1     4.71
orf02437  2080045  2080755  +1    11.89
orf02438  2080748  2081806  +2     4.11
orf02439  2081761  2081949  +1     4.97
orf02440  2082232  2082819  +1     7.99
orf02441  2082925  2083560  +1     7.94
orf02442  2083640  2083948  +2     6.78
orf02443  2083961  2084893  +2     9.20
orf02444  2086207  2084930  -2     5.74
orf02445  2087792  2086335  -3     8.58
orf02446  2087991  2088947  +3     9.58
orf02448  2088967  2089455  +1     9.01
orf02449  2089611  2091596  +3    13.08
orf02451  2091839  2092474  +2    14.24
orf02452  2092586  2093305  +2    10.53
orf02453  2094002  2093346  -3     4.15
orf02454  2094216  2094401  +3    13.34
orf02455  2094444  2095187  +3     4.27
orf02456  2095509  2095781  +3     3.64
orf02457  2095913  2096782  +2    12.84
orf02458  2097957  2096983  -1     6.37
orf02460  2098293  2098880  +3     9.62
orf02461  2099383  2098922  -2    10.54
orf02462  2099601  2101502  +3    10.40
orf02463  2101596  2101955  +3     9.65
orf02464  2101998  2102333  +3     3.33
orf02465  2102496  2102621  +3     2.31
orf02466  2102767  2103729  +1    12.83
orf02467  2103861  2104736  +3     8.26
orf02468  2104835  2105482  +2    10.02
orf02469  2105742  2106230  +3     9.60
orf02470  2106358  2106552  +1     1.16
orf02471  2106903  2107211  +3     8.80
orf02472  2107695  2107273  -1     6.82
orf02473  2107921  2108358  +1    12.25
orf02474  2108657  2109550  +2     4.86
orf02475  2109701  2110819  +2     9.29
orf02476  2110833  2111462  +3    10.95
orf02477  2111468  2111599  +2    12.99
orf02478  2111609  2111998  +2     4.69
orf02479  2112287  2113324  +2     9.14
orf02481  2114494  2113475  -2     3.48
orf02482  2115393  2114491  -1     3.48
orf02484  2116042  2116683  +1     3.65
orf02485  2116811  2117200  +2     6.69
orf02486  2117354  2118391  +2     7.18
orf02487  2118545  2118685  +2     3.41
orf02488  2119187  2119375  +2     4.73
orf02489  2119418  2119636  +2    10.56
orf02491  2119788  2121008  +3     6.77
orf02492  2121043  2122197  +1     6.32
orf02493  2122343  2122879  +2    11.66
orf02494  2122881  2124110  +3     6.38
orf02495  2124174  2124731  +3     6.99
orf02496  2124834  2125781  +3    11.33
orf02497  2125785  2127296  +3     9.03
orf02498  2127510  2128937  +3     8.89
orf02499  2129014  2129274  +1    13.36
orf02500  2129380  2131200  +1     6.22
orf02501  2131190  2133040  +2     6.43
orf02503  2133317  2133913  +2     8.09
orf02504  2134551  2134009  -1     8.73
orf02505  2134930  2136261  +1     7.89
orf02507  2136394  2137818  +1    11.32
orf02508  2138330  2137938  -3     7.25
orf02509  2138561  2139694  +2     6.30
orf02510  2140477  2139728  -2     6.34
orf02511  2141018  2141131  +2     1.22
orf02512  2141292  2142602  +3    10.67
orf02513  2142599  2143297  +2    12.45
orf02514  2143282  2143944  +1    10.85
orf02515  2143960  2145228  +1    10.79
orf02516  2145225  2146070  +3     8.99
orf02517  2146176  2147555  +3     9.05
orf02518  2147766  2149187  +3     9.93
orf02519  2149184  2149456  +2     5.97
orf02520  2149553  2149744  +2     7.65
orf02522  2149934  2150596  +2     9.28
orf02523  2150768  2150601  -3     9.12
orf02524  2150918  2151097  +2    15.76
orf02525  2151208  2151390  +1     3.06
orf02526  2151390  2152211  +3     5.65
orf02527  2152193  2152951  +2     9.10
orf02528  2153023  2153664  +1     3.17
orf02529  2154544  2153654  -2     8.89
orf02530  2155138  2154824  -2     6.85
orf02531  2155580  2155218  -3     2.31
orf02532  2156221  2155763  -2     7.46
orf02533  2157448  2156243  -2     7.00
orf02534  2158781  2157630  -3     6.23
orf02535  2158982  2160115  +2     4.72
orf02536  2160611  2160147  -3     8.06
orf02537  2160848  2160648  -3     5.84
orf02539  2161014  2161316  +3     5.51
orf02540  2161614  2162804  +3     5.46
orf02541  2162836  2163366  +1     7.51
orf02544  2165089  2164481  -2     4.01
orf02545  2165156  2165278  +2     1.17
orf02547  2165900  2165502  -3     6.43
orf02548  2166692  2166988  +2     5.95
orf02549  2167456  2168112  +1     7.10
orf02550  2168505  2168777  +3     4.68
orf02551  2169035  2168898  -3     6.66
orf02552  2169239  2169637  +2     4.59
orf02553  2169959  2170210  +2     5.89
orf02554  2170330  2170866  +1     3.94
orf02556  2172394  2173245  +1    11.66
orf02557  2173750  2173968  +1     7.17
orf02558  2174153  2174560  +2     9.18
orf02559  2174990  2175325  +2     6.11
orf02560  2175757  2175542  -2     5.80
orf02561  2175967  2176302  +1     6.48
orf02562  2176598  2176810  +2     4.48
orf02563  2177555  2180017  +2    10.33
orf02565  2180632  2181777  +1    10.04
orf02566  2181793  2182083  +1     8.06
orf02567  2182483  2183604  +1     9.66
orf02568  2183703  2185139  +3    11.15
orf02569  2185158  2186066  +3    13.58
orf02570  2186192  2186076  -3     1.08
orf02571  2186221  2187930  +1    10.92
orf02572  2187947  2188837  +2    10.87
orf02573  2188874  2190334  +2    12.45
orf02574  2191037  2190405  -3     7.59
orf02575  2192276  2191221  -3     9.66
orf02576  2192593  2192850  +1     5.49
orf02577  2193034  2193273  +1     6.26
orf02578  2193289  2194446  +1    11.25
orf02579  2194443  2197532  +3    11.17
orf02580  2197790  2197918  +2     0.20
orf02581  2198101  2197901  -2    12.72
orf02582  2198665  2198501  -2     3.53
orf02583  2199004  2199303  +1     7.50
orf02584  2199699  2199514  -1     5.35
orf02585  2200117  2200269  +1     4.14
orf02586  2200266  2201468  +3     8.03
orf02587  2202052  2202828  +1     8.21
orf02588  2202855  2204054  +3     9.11
orf02589  2204067  2205683  +3     9.66
orf02590  2205715  2206602  +1     9.22
orf02591  2206634  2213791  +2     8.92
orf02592  2213788  2214012  +1     4.53
orf02593  2214012  2215454  +3     7.32
orf02594  2215488  2216237  +3     7.06
orf02595  2216273  2216815  +2     7.18
orf02596  2217125  2216853  -3    14.62
orf02597  2217330  2218097  +3     9.75
orf02598  2218112  2218636  +2     6.78
orf02599  2219918  2218725  -3     8.78
orf02600  2221512  2220145  -1    11.35
orf02601  2222532  2221957  -1     6.29
orf02602  2222665  2223027  +1     6.77
orf02603  2223232  2223852  +1    10.82
orf02604  2224038  2224745  +3     8.03
orf02605  2224892  2224770  -3     1.29
orf02607  2225397  2227316  +3     9.68
orf02608  2227570  2228118  +1    11.55
orf02609  2228134  2228337  +1     5.72
orf02610  2228349  2230229  +3     9.81
orf02611  2230499  2231530  +2     6.98
orf02612  2231751  2233013  +3     6.96
orf02613  2233068  2233292  +3     2.91
orf02614  2233311  2233934  +3     3.16
orf02615  2233936  2234943  +1     3.49
orf02616  2235731  2234994  -3     7.17
orf02617  2235867  2236655  +3     8.40
orf02618  2236704  2237333  +3     7.51
orf02619  2237479  2237859  +1     7.81
orf02620  2237930  2238799  +2    10.07
orf02621  2239899  2238958  -1     6.01
orf02622  2240535  2239933  -1     7.45
orf02623  2240748  2241233  +3     7.18
orf02624  2242432  2242839  +1     6.51
orf02625  2242906  2243559  +1     6.49
orf02626  2244280  2243657  -2     8.92
orf02627  2244403  2246634  +1     8.99
orf02628  2246864  2246682  -3    10.84
orf02629  2247065  2247715  +2     4.03
orf02630  2247923  2248447  +2     9.80
orf02631  2248503  2249429  +3     4.55
orf02632  2249577  2250089  +3     9.31
orf02633  2251011  2250127  -1     5.46
orf02635  2251182  2251742  +3     9.65
orf02636  2251776  2252726  +3     6.30
orf02637  2252884  2253033  +1     9.34
orf02638  2253148  2253876  +1     7.84
orf02639  2253937  2255337  +1     9.10
orf02641  2255938  2255390  -2     3.60
orf02642  2256237  2256788  +3     7.23
orf02643  2257013  2256828  -3     8.87
orf02644  2257303  2257100  -2     7.94
orf02645  2257675  2258175  +1     3.90
orf02646  2258285  2258572  +2     2.50
orf02647  2258536  2259231  +1     4.75
orf02648  2260047  2259265  -1     4.27
orf02649  2260365  2261138  +3     3.48
orf02650  2261236  2261841  +1    11.06
orf02651  2262995  2262747  -3     5.13
orf02654  2263687  2263403  -2     7.43
orf02656  2263883  2264047  +2     4.33
orf02657  2264293  2264156  -2     7.47
orf02658  2265199  2264888  -2     1.31
orf02659  2266494  2265622  -1     6.68
orf02660  2266624  2267667  +1     8.84
orf02661  2267833  2268957  +1     3.67
orf02662  2269011  2269274  +3     5.75
orf02663  2270269  2269367  -2     5.75
orf02664  2270422  2271108  +1     9.13
orf02666  2271369  2272253  +3     7.48
orf02667  2272287  2272883  +3     4.27
orf02668  2273105  2274859  +2     7.53
orf02669  2274852  2276648  +3     6.96
orf02670  2277252  2277989  +3     8.15
orf02671  2278671  2278087  -1     4.05
orf02672  2278786  2279343  +1     6.33
orf02674  2280302  2279748  -3     2.99
orf02677  2280536  2281636  +2     8.88
orf02678  2282422  2282198  -2     2.89
orf02679  2283059  2283364  +2     7.88
orf02681  2283459  2284769  +3     6.73
orf02682  2284747  2285616  +1     4.03
orf02683  2285814  2285656  -1     9.14
orf02684  2286129  2286007  -1     5.79
orf02685  2286128  2286712  +2     9.79
orf02686  2287026  2288138  +3     9.90
orf02687  2288163  2288996  +3    10.17
orf02688  2290372  2289050  -2     5.66
orf02689  2290552  2290692  +1     4.97
orf02690  2290838  2291143  +2    10.14
orf02691  2291155  2292441  +1     7.81
orf02693  2292521  2292787  +2     1.22
orf02694  2292810  2293958  +3     4.04
orf02695  2293979  2294890  +2     8.57
orf02696  2295002  2295571  +2     6.31
orf02697  2295642  2297225  +3     7.05
orf02698  2297312  2298313  +2    10.49
orf02699  2299579  2299421  -2     0.27
orf02700  2299558  2300343  +1     5.44
orf02701  2301076  2300387  -2     4.50
orf02702  2301208  2301477  +1     5.30
orf02704  2301560  2302903  +2    11.24
orf02706  2303085  2303345  +3     1.65
orf02707  2304719  2304216  -3     5.41
orf02708  2305251  2305379  +3     1.23
orf02709  2305489  2306124  +1    10.65
orf02711  2306187  2307434  +3     4.83
orf02712  2307573  2309780  +3     5.53
orf02713  2309792  2310553  +2     7.58
orf02714  2310652  2311362  +1     8.99
orf02715  2311483  2311890  +1     7.64
orf02716  2312234  2313016  +2     8.74
orf02717  2314814  2313138  -3     7.42
orf02718  2314930  2315412  +1    10.54
orf02720  2315580  2316317  +3     7.44
orf02721  2316503  2316387  -3     0.20
orf02722  2316506  2317243  +2     6.32
orf02723  2317356  2317481  +3    15.55
orf02724  2317558  2317734  +1    10.43
orf02725  2317956  2317771  -1     4.50
orf02726  2318565  2318329  -1     5.85
orf02727  2318702  2318827  +2    11.85
orf02728  2318904  2319080  +3    14.59
orf02729  2319224  2320693  +2    12.17
orf02730  2320928  2320764  -3     2.76
orf02731  2321727  2321257  -1     6.50
orf02732  2321931  2322524  +3     7.77
orf02733  2322746  2323279  +2     5.30
orf02734  2323269  2324096  +3     7.49
orf02735  2325874  2324108  -2     5.87
orf02736  2326034  2326162  +2     1.06
orf02737  2326239  2326628  +3     9.04
orf02738  2326625  2328370  +2     9.17
orf02739  2328697  2329527  +1     8.81
orf02740  2330131  2329535  -2     3.24
orf02741  2330340  2331341  +3     6.55
orf02742  2332710  2331430  -1     5.23
orf02743  2333203  2334228  +1    10.05
orf02744  2334328  2335326  +1     6.79
orf02745  2335365  2336867  +3    11.94
orf02746  2336818  2336994  +1     1.58
orf02747  2337023  2338957  +2     9.60
orf02748  2339080  2339313  +1     8.73
orf02749  2339277  2339975  +3     9.90
orf02750  2340104  2340949  +2     8.15
orf02751  2341055  2341846  +2     6.82
orf02753  2342245  2342039  -2     5.58
orf02754  2342537  2342740  +2     3.82
orf02755  2342792  2343052  +2     3.39
orf02756  2343359  2344153  +2    10.08
orf02758  2344237  2345310  +1     6.04
orf02759  2345742  2345584  -1     4.80
orf02760  2346842  2345742  -3     6.23
orf02761  2347382  2347582  +2     3.51
orf02762  2348592  2348392  -1     5.25
orf02763  2348904  2349635  +3     9.51
orf02764  2350276  2349872  -2     7.27
orf02765  2351179  2352411  +1     6.02
orf02766  2352716  2352979  +2     2.99
orf02767  2353108  2353830  +1     5.80
orf02768  2354361  2354966  +3     9.05
orf02769  2356586  2355108  -3     3.45
orf02770  2357186  2356980  -3     5.82
orf02771  2357841  2360327  +3     4.30
orf02772  2360772  2361278  +3     4.68
orf02773  2361423  2361584  +3     4.40
orf02774  2362257  2361850  -1     3.87
orf02775  2362542  2363741  +3     3.78
orf02776  2363808  2365262  +3     4.25
orf02777  2365373  2365591  +2     2.11
orf02778  2365801  2366052  +1     6.89
orf02779  2366297  2366965  +2    10.02
orf02780  2366962  2367981  +1     7.70
orf02782  2368006  2368659  +1     9.53
orf02783  2369080  2368781  -2     6.21
orf02784  2369313  2370281  +3     9.15
orf02785  2370498  2371643  +3    11.28
orf02786  2371659  2372996  +3    10.52
orf02787  2373023  2373238  +2    15.93
orf02788  2373260  2374171  +2     7.55
orf02790  2374176  2374964  +3    13.16
orf02791  2374967  2376508  +2    11.96
orf02792  2376558  2378498  +3    11.25
orf02793  2378851  2378997  +1     7.63
orf02794  2379118  2379660  +1     5.59
orf02795  2379709  2380269  +1     4.93
orf02796  2380262  2381002  +2     5.34
orf02797  2381005  2381463  +1     8.64
orf02798  2382538  2381522  -2     3.66
orf02799  2383877  2382720  -3     5.02
orf02800  2384562  2383867  -1     8.96
orf02801  2384754  2385362  +3     9.29
orf02802  2385631  2385936  +1     5.67
orf02803  2385933  2386670  +3     4.96
orf02804  2386687  2387322  +1     7.97
orf02805  2387416  2388264  +1     7.70
orf02806  2388372  2388746  +3     6.00
orf02808  2388916  2389992  +1     6.44
orf02810  2390063  2391487  +2     5.63
orf02811  2391842  2392402  +2     9.50
orf02812  2392539  2393276  +3     4.35
orf02814  2393364  2393843  +3     6.31
orf02815  2393923  2397090  +1     6.42
orf02816  2397472  2397813  +1     4.08
orf02817  2397810  2398340  +3     4.17
orf02818  2398375  2399766  +1     5.25
orf02819  2399888  2400697  +2     6.50
orf02820  2402020  2400794  -2     4.83
orf02821  2402242  2402817  +1     8.31
orf02822  2402999  2403793  +2     8.04
orf02823  2403843  2403986  +3     6.77
orf02824  2405016  2404069  -1     5.91
orf02825  2405346  2406440  +3     3.47
orf02826  2408146  2406455  -2     7.18
orf02828  2408316  2408909  +3     8.59
orf02829  2408980  2410350  +1     6.77
orf02830  2410487  2410690  +2     3.48
orf02831  2410883  2410755  -3     2.18
orf02832  2411073  2411999  +3     6.00
orf02833  2412218  2412385  +2     9.95
orf02834  2412761  2413390  +2     6.50
orf02835  2413664  2414869  +2     4.15
orf02836  2414844  2415143  +3     7.29
orf02837  2415989  2415288  -3     5.88
orf02838  2416202  2416330  +2     0.57
orf02839  2416904  2416476  -3     7.56
orf02840  2417050  2417964  +1    10.00
orf02841  2418090  2418797  +3     8.99
orf02842  2418794  2419123  +2     4.77
orf02843  2419146  2419775  +3     7.90
orf02844  2420704  2420078  -2     3.40
orf02845  2421230  2421883  +2    10.29
orf02846  2421994  2422875  +1     9.71
orf02847  2422900  2423478  +1     3.38
orf02848  2423863  2424399  +1     3.77
orf02849  2424713  2425483  +2     8.92
orf02850  2425458  2426744  +3     4.87
orf02851  2426741  2427388  +2     6.10
